id,category,type,front,back,example,hint
v0439,"IFRS, Assets & Leases",Vocabulary,discount rate,Abzinsungssatz,We need to determine the discount rate in accordance with the applicable accounting policy.,Fachbegriff
c0440,"IFRS, Assets & Leases",Collocation,determine the discount rate,den Abzinsungssatz bestimmen,We need to determine the discount rate in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0441,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „den Abzinsungssatz bestimmen.“,determine the discount rate,We need to determine the discount rate in accordance with the applicable accounting policy.,Aktive Anwendung
v0442,"IFRS, Assets & Leases",Vocabulary,incremental borrowing rate,Grenzfremdkapitalzinssatz,We need to estimate the incremental borrowing rate in accordance with the applicable accounting policy.,Fachbegriff
c0443,"IFRS, Assets & Leases",Collocation,estimate the incremental borrowing rate,den Grenzfremdkapitalzinssatz schätzen,We need to estimate the incremental borrowing rate in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0444,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „den Grenzfremdkapitalzinssatz schätzen.“,estimate the incremental borrowing rate,We need to estimate the incremental borrowing rate in accordance with the applicable accounting policy.,Aktive Anwendung
v0445,"IFRS, Assets & Leases",Vocabulary,lease modification,Leasingmodifikation,We need to account for a lease modification in accordance with the applicable accounting policy.,Fachbegriff
c0446,"IFRS, Assets & Leases",Collocation,account for a lease modification,eine Leasingmodifikation bilanzieren,We need to account for a lease modification in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0447,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „eine Leasingmodifikation bilanzieren.“,account for a lease modification,We need to account for a lease modification in accordance with the applicable accounting policy.,Aktive Anwendung
v0448,"IFRS, Assets & Leases",Vocabulary,short-term lease,kurzfristiges Leasingverhältnis,We need to apply the short-term lease exemption in accordance with the applicable accounting policy.,Fachbegriff
c0449,"IFRS, Assets & Leases",Collocation,apply the short-term lease exemption,die Ausnahme für kurzfristige Leasingverhältnisse anwenden,We need to apply the short-term lease exemption in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0450,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „die Ausnahme für kurzfristige Leasingverhältnisse anwenden.“,apply the short-term lease exemption,We need to apply the short-term lease exemption in accordance with the applicable accounting policy.,Aktive Anwendung
v0451,"IFRS, Assets & Leases",Vocabulary,low-value asset exemption,Ausnahme für geringwertige Leasingobjekte,We need to apply the low-value asset exemption in accordance with the applicable accounting policy.,Fachbegriff
c0452,"IFRS, Assets & Leases",Collocation,apply the low-value asset exemption,die Ausnahme für geringwertige Leasingobjekte anwenden,We need to apply the low-value asset exemption in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0453,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „die Ausnahme für geringwertige Leasingobjekte anwenden.“,apply the low-value asset exemption,We need to apply the low-value asset exemption in accordance with the applicable accounting policy.,Aktive Anwendung
v0454,"IFRS, Assets & Leases",Vocabulary,inventory,Vorräte,We need to measure inventory in accordance with the applicable accounting policy.,Fachbegriff
c0455,"IFRS, Assets & Leases",Collocation,measure inventory,Vorräte bewerten,We need to measure inventory in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0456,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „Vorräte bewerten.“,measure inventory,We need to measure inventory in accordance with the applicable accounting policy.,Aktive Anwendung
v0457,"IFRS, Assets & Leases",Vocabulary,net realisable value,Nettoveräußerungswert,We need to determine net realisable value in accordance with the applicable accounting policy.,Fachbegriff
c0458,"IFRS, Assets & Leases",Collocation,determine net realisable value,den Nettoveräußerungswert bestimmen,We need to determine net realisable value in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0459,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „den Nettoveräußerungswert bestimmen.“,determine net realisable value,We need to determine net realisable value in accordance with the applicable accounting policy.,Aktive Anwendung
v0460,"IFRS, Assets & Leases",Vocabulary,inventory write-down,Abwertung von Vorräten,We need to record an inventory write-down in accordance with the applicable accounting policy.,Fachbegriff
c0461,"IFRS, Assets & Leases",Collocation,record an inventory write-down,eine Abwertung von Vorräten erfassen,We need to record an inventory write-down in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0462,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „eine Abwertung von Vorräten erfassen.“,record an inventory write-down,We need to record an inventory write-down in accordance with the applicable accounting policy.,Aktive Anwendung
v0463,"IFRS, Assets & Leases",Vocabulary,borrowing costs,Fremdkapitalkosten,We need to capitalise borrowing costs in accordance with the applicable accounting policy.,Fachbegriff
c0464,"IFRS, Assets & Leases",Collocation,capitalise borrowing costs,Fremdkapitalkosten aktivieren,We need to capitalise borrowing costs in accordance with the applicable accounting policy.,Typische berufliche Wortverbindung
a0465,"IFRS, Assets & Leases",Active Recall,Formuliere professionell auf Englisch: „Fremdkapitalkosten aktivieren.“,capitalise borrowing costs,We need to capitalise borrowing costs in accordance with the applicable accounting policy.,Aktive Anwendung
v0466,Finance & Controlling,Vocabulary,budget,Budget,We need to prepare the annual budget before the forecast is submitted to management.,Fachbegriff
c0467,Finance & Controlling,Collocation,prepare the annual budget,das Jahresbudget erstellen,We need to prepare the annual budget before the forecast is submitted to management.,Typische berufliche Wortverbindung
a0468,Finance & Controlling,Active Recall,Formuliere professionell auf Englisch: „das Jahresbudget erstellen.“,prepare the annual budget,We need to prepare the annual budget before the forecast is submitted to management.,Aktive Anwendung
v0469,Finance & Controlling,Vocabulary,forecast,Prognose,We need to update the forecast before the forecast is submitted to management.,Fachbegriff
c0470,Finance & Controlling,Collocation,update the forecast,den Forecast aktualisieren,We need to update the forecast before the forecast is submitted to management.,Typische berufliche Wortverbindung
a0471,Finance & Controlling,Active Recall,Formuliere professionell auf Englisch: „den Forecast aktualisieren.“,update the forecast,We need to update the forecast before the forecast is submitted to management.,Aktive Anwendung
v0472,Finance & Controlling,Vocabulary,rolling forecast,rollierender Forecast,We need to prepare a rolling forecast before the forecast is submitted to management.,Fachbegriff
c0473,Finance & Controlling,Collocation,prepare a rolling forecast,einen rollierenden Forecast erstellen,We need to prepare a rolling forecast before the forecast is submitted to management.,Typische berufliche Wortverbindung
a0474,Finance & Controlling,Active Recall,Formuliere professionell auf Englisch: „einen rollierenden Forecast erstellen.“,prepare a rolling forecast,We need to prepare a rolling forecast before the forecast is submitted to management.,Aktive Anwendung
v0475,Finance & Controlling,Vocabulary,variance analysis,Abweichungsanalyse,We need to perform a variance analysis before the forecast is submitted to management.,Fachbegriff
c0476,Finance & Controlling,Collocation,perform a variance analysis,eine Abweichungsanalyse durchführen,We need to perform a variance analysis before the forecast is submitted to management.,Typische berufliche Wortverbindung
a0477,Finance & Controlling,Active Recall,Formuliere professionell auf Englisch: „eine Abweichungsanalyse durchführen.“,perform a variance analysis,We need to perform a variance analysis before the forecast is submitted to management.,Aktive Anwendung
v0478,Finance & Controlling,Vocabulary,budget variance,Budgetabweichung,We need to explain the budget variance before the forecast is submitted to management.,Fachbegriff
